1385417934196, 0.0, 16.60390330796756, 0.0, 2.0, 0.0, 5625.0, 750.0, 0.0, 1.0, 1.0, 0.0, 5.0, 2766904.0, 3166568.0, 0.3082437086092715, 9530.0, 1344.0, 63.0, 7867856.0, 7411348.0, 0.0, 0.0, 0.0, 0.0, 5651.0, -1.0, 86071.0, 0.0, 0.0, 0.0, 0.0, 0.0, 786.0, 0.0, 3706.0, 1.4098432E7, 7618560.0, 5.26954496E8, 10.0, 9.0, 1271272.0, 0.0, 0.0, 102.0, 0.0, 241.0, 0.0, 102.0
1385417934218, -1.0, 16.761410691126148, 0.0, 2.0, 0.0, 5625.0, 750.0, 0.0, 1.0, 1.0, 0.0, 5.0, 2766896.0, 3166560.0, 0.30861456953642386, 9575.0, 1344.0, 63.0, 7867856.0, 7411348.0, 0.0, 0.0, 0.0, 0.0, 5651.0, -1.0, 86071.0, 0.0, 0.0, 0.0, 0.0, 0.0, 786.0, 1.0, 3839.0, 1.4614528E7, 7684096.0, 5.31652608E8, 10.0, 9.0, 1382040.0, 0.0, 0.0, 102.0, 0.0, 241.0, 0.0, 102.0
1385417934322, -1.0, 16.809225432442144, 0.0, 2.0, 0.0, 5625.0, 750.0, 0.0, 1.0, 1.0, 0.0, 5.0, 2766896.0, 3166560.0, 0.30885827814569533, 9594.0, 1344.0, 63.0, 7867856.0, 7411348.0, 0.0, 0.0, 0.0, 0.0, 5651.0, -1.0, 86071.0, 0.0, 0.0, 0.0, 0.0, 0.0, 786.0, 1.0, 3966.0, 1.51552E7, 7692288.0, 5.31652608E8, 10.0, 9.0, 1493608.0, 0.0, 0.0, 102.0, 0.0, 241.0, 0.0, 102.0
1385417934425, -1.0, 16.915480413144365, 0.0, 2.0, 0.0, 5625.0, 750.0, 0.0, 1.0, 1.0, 0.0, 5.0, 2766896.0, 3166560.0, 0.308964238410596, 9622.0, 1344.0, 63.0, 7867856.0, 7411348.0, 0.0, 0.0, 0.0, 0.0, 5651.0, -1.0, 86071.0, 0.0, 0.0, 0.0, 0.0, 0.0, 786.0, 1.0, 4565.0, 1.7580032E7, 9203712.0, 5.3223424E8, 10.0, 9.0, 1493608.0, 0.0, 0.0, 102.0, 0.0, 241.0, 0.0, 102.0
1385417934528, -1.0, 17.399878119286843, 0.0, 2.0, 0.0, 5625.0, 750.0, 0.0, 1.0, 1.0, 0.0, 5.0, 2766896.0, 3166560.0, 0.30896953642384106, 9625.0, 1344.0, 63.0, 7867856.0, 7411348.0, 0.0, 0.0, 0.0, 0.0, 5651.0, -1.0, 86071.0, 0.0, 0.0, 0.0, 0.0, 0.0, 786.0, 1.0, 6243.0, 2.459648E7, 9773056.0, 5.3338112E8, 10.0, 9.0, 1604296.0, 0.0, 0.0, 102.0, 0.0, 241.0, 0.0, 102.0
1385417934632, 100.0, 17.765832773411255, 0.0, 2.0, 0.0, 5625.0, 750.0, 0.0, 1.0, 1.0, 0.0, 5.0, 2766896.0, 3166560.0, 0.30896953642384106, 9625.0, 1344.0, 63.0, 7867856.0, 7411348.0, 0.0, 0.0, 0.0, 0.0, 5651.0, -1.0, 86071.0, 0.0, 0.0, 0.0, 0.0, 0.0, 786.0, 1.0, 7769.0, 2.9323264E7, 9842688.0, 5.37325568E8, 10.0, 9.0, 1714872.0, 0.0, 0.0, 102.0, 0.0, 241.0, 0.0, 102.0
1385417934734, -1.0, 18.066471865868714, 0.0, 2.0, 0.0, 5625.0, 750.0, 0.0, 1.0, 1.0, 0.0, 5.0, 2766896.0, 3166560.0, 0.3090331125827815, 9637.0, 1344.0, 63.0, 7867856.0, 7411348.0, 0.0, 0.0, 0.0, 0.0, 5651.0, -1.0, 86071.0, 0.0, 0.0, 0.0, 0.0, 0.0, 786.0, 1.0, 10228.0, 3.2878592E7, 9904128.0, 5.41405184E8, 11.0, 9.0, 1825576.0, 0.0, 0.0, 102.0, 0.0, 241.0, 0.0, 102.0
1385417934837, -1.0, 18.594934137537695, 0.0, 2.0, 0.0, 5625.0, 750.0, 0.0, 1.0, 1.0, 0.0, 5.0, 2766896.0, 3166560.0, 0.30862433862433863, 9637.0, 1344.0, 63.0, 7867856.0, 7411348.0, 0.0, 0.0, 0.0, 0.0, 5651.0, -1.0, 86071.0, 0.0, 0.0, 0.0, 0.0, 0.0, 786.0, 1.0, 13385.0, 3.5536896E7, 9932800.0, 5.91855616E8, 55.0, 9.0, 1936384.0, 0.0, 0.0, 102.0, 0.0, 283.0, 0.0, 102.0
1385417934940, -1.0, 19.210587996312327, 0.0, 2.0, 0.0, 5625.0, 750.0, 0.0, 1.0, 1.0, 0.0, 5.0, 2766896.0, 3166560.0, 0.30862433862433863, 9637.0, 1344.0, 63.0, 7867856.0, 7411348.0, 0.0, 0.0, 0.0, 0.0, 5651.0, -1.0, 86071.0, 0.0, 0.0, 0.0, 0.0, 0.0, 786.0, 1.0, 15155.0, 3.93216E7, 9932800.0, 6.41445888E8, 99.0, 10.0, 1936384.0, 0.0, 0.0, 102.0, 0.0, 330.0, 0.0, 102.0
1385417935042, -1.0, 20.086566557807398, 0.0, 2.0, 0.0, 5625.0, 750.0, 0.0, 1.0, 1.0, 0.0, 5.0, 2766896.0, 3166560.0, 0.30862433862433863, 9637.0, 1344.0, 63.0, 7867856.0, 7411348.0, 0.0, 0.0, 0.0, 0.0, 5651.0, -1.0, 86071.0, 0.0, 0.0, 0.0, 0.0, 0.0, 786.0, 1.0, 17810.0, 4.6624768E7, 9932800.0, 6.92731904E8, 141.0, 8.0, 2046680.0, 0.0, 0.0, 102.0, 0.0, 366.0, 0.0, 102.0
1385417935145, 97.95918367346938, 20.589715142897322, 0.0, 2.0, 0.0, 5625.0, 750.0, 0.0, 1.0, 1.0, 0.0, 5.0, 2766896.0, 3166560.0, 0.30862433862433863, 9637.0, 1344.0, 63.0, 7867856.0, 7411348.0, 0.0, 0.0, 0.0, 0.0, 5651.0, -1.0, 86071.0, 0.0, 0.0, 0.0, 0.0, 0.0, 786.0, 1.0, 19233.0, 4.851712E7, 9936896.0, 7.45652224E8, 190.0, 9.0, 2157544.0, 0.0, 0.0, 102.0, 0.0, 416.0, 0.0, 102.0
1385417935247, -1.0, 20.954107223776113, 0.0, 2.0, 0.0, 5625.0, 750.0, 0.0, 1.0, 1.0, 0.0, 5.0, 2766896.0, 3166560.0, 0.30862433862433863, 9637.0, 1344.0, 63.0, 7867856.0, 7411348.0, 0.0, 0.0, 0.0, 0.0, 5651.0, -1.0, 86071.0, 0.0, 0.0, 0.0, 0.0, 0.0, 786.0, 1.0, 20255.0, 5.0679808E7, 9945088.0, 7.66705664E8, 210.0, 10.0, 2268160.0, 0.0, 0.0, 102.0, 0.0, 441.0, 0.0, 102.0
1385417935353, -1.0, 20.98817132053065, 0.0, 2.0, 0.0, 5625.0, 750.0, 0.0, 1.0, 1.0, 0.0, 5.0, 2766892.0, 3166556.0, 0.30874074074074076, 9642.0, 1344.0, 63.0, 7867856.0, 7411348.0, 0.0, 0.0, 0.0, 0.0, 5651.0, -1.0, 86071.0, 0.0, 0.0, 0.0, 0.0, 0.0, 786.0, 1.0, 20283.0, 5.0679808E7, 9945088.0, 7.66705664E8, 210.0, 9.0, 2379456.0, 0.0, 1.0, 101.0, 0.0, 441.0, 0.0, 102.0
